SOURCE_ID,RA,DEC,RA_ERROR,DEC_ERROR,PHOT_G_MEAN_MAG,PHOT_G_MEAN_FLUX_OVER_ERROR,PHOT_G_N_OBS,PHOT_BP_MEAN_MAG,PHOT_BP_MEAN_FLUX_OVER_ERROR,PHOT_BP_N_OBS,PHOT_RP_MEAN_MAG,PHOT_RP_MEAN_FLUX_OVER_ERROR,PHOT_RP_N_OBS,ASTROMETRIC_WEIGHT_AL,ASTROMETRIC_N_OBS_AL,ASTROMETRIC_N_GOOD_OBS_AL,ASTROMETRIC_EXCESS_NOISE,ASTROMETRIC_EXCESS_NOISE_SIG,DUPLICATED_SOURCE,REF_EPOCH,PARALLAX,PARALLAX_ERROR,PMRA,PMRA_ERROR,PMDEC,PMDEC_ERROR,PHOT_VARIABLE_FLAG,A_G_VAL,E_BP_MIN_RP_VAL
4472813580971582976,269.6221147350088,4.507499061027827,0.0310986,0.0346349,14.4884,3099.26,106,15.0108,434.571,11,13.8211,600.549,12,38.5887,106,106,0.00000,0.00000,"F",2015.50,0.787931,0.0365506,-5.22225,0.0587237,-5.93340,0.0601057,"F",NaN,NaN
4472814233806611456,269.6691213669811,4.563478618894222,0.0411451,0.0558221,15.1390,1739.45,97,15.7138,301.270,11,14.4224,662.764,11,20.4211,97,97,0.0432334,0.179989,"F",2015.50,1.59402,0.0608773,5.74321,0.0826001,3.73275,0.0844466,"F",0.472000,0.205700
4472794850614303744,269.4510563574923,4.561716433416930,0.0441065,0.0432223,15.4529,1516.30,123,16.0980,195.247,12,14.6765,396.908,13,14.1198,124,123,0.00000,0.00000,"F",2015.50,0.0957321,0.0458755,-1.90986,0.0808958,-7.34590,0.0759149,"F",NaN,NaN
4472806365425851520,269.3046432755169,4.596795312492195,0.0379851,0.0380245,15.4925,1402.57,133,16.0279,244.728,12,14.8177,496.633,13,13.3612,133,133,0.00000,0.00000,"F",2015.50,0.940652,0.0444573,0.266459,0.0792886,1.72459,0.0793761,"F",0.875000,0.437000
4472788635800789376,269.4577683341069,4.419510032728569,0.0295709,0.0295705,14.6610,2592.26,132,15.1608,356.192,12,14.0025,715.055,13,31.3460,133,132,0.00000,0.00000,"F",2015.50,0.0759243,0.0317026,0.946761,0.0554964,-11.3719,0.0562163,"F",NaN,NaN
4472814336885826048,269.6776493036143,4.569310884680115,0.0414749,0.0591500,15.3912,1803.91,105,15.9805,212.072,11,14.6682,428.403,11,16.8694,106,105,0.00000,1.00486e-15,"F",2015.50,0.434641,0.0670331,-8.40943,0.0805238,-5.03591,0.0857943,"F",NaN,NaN
4472813271734029312,269.2991580131589,4.772452074195607,0.0339088,0.0355519,14.7057,2190.37,115,15.3235,354.535,11,13.9553,785.118,12,30.1438,115,115,0.00000,0.00000,"F",2015.50,0.423217,0.0417333,-3.51916,0.0622564,-11.5441,0.0575368,"F",NaN,NaN
4472806949541384960,269.4042616975443,4.598866496498293,0.0398375,0.0440902,14.5839,1895.27,107,14.9368,434.267,12,14.0482,625.494,11,32.7974,108,108,0.00000,0.00000,"F",2015.50,0.609408,0.0396610,-19.6303,0.0746715,-7.00329,0.0781506,"F",NaN,NaN
4472805506432375552,269.3543122830114,4.568247673873453,0.0328323,0.0336661,12.2298,3683.84,144,13.0603,335.355,14,11.3524,795.926,13,319.293,144,142,0.00000,0.00000,"F",2015.50,0.291336,0.0379221,2.36432,0.0619084,-3.06844,0.0586589,"F",0.690000,0.303000
4472808427010152192,269.3692475395633,4.648422764540721,0.0221083,0.0223861,13.8064,3649.42,141,14.3386,488.201,15,13.1256,413.304,15,68.8747,141,141,0.00000,0.00000,"F",2015.50,1.00587,0.0262134,1.49838,0.0418872,-17.9693,0.0397169,"F",NaN,NaN
4472804716158392960,269.3012663611165,4.520274358699747,0.0214308,0.0209551,14.0622,3302.96,160,14.7749,477.051,18,13.2576,786.650,17,55.1112,161,160,0.00000,0.00000,"F",2015.50,0.358229,0.0237677,1.31690,0.0418249,-2.62537,0.0390047,"F",NaN,NaN
4472795503449496704,269.4390885569754,4.598066936202672,0.0391885,0.0412781,14.4795,2385.25,133,14.8998,356.648,14,13.8871,516.474,15,13.4989,133,133,0.206699,6.15694,"F",2015.50,0.444102,0.0470809,-2.44074,0.0739885,-3.82740,0.0707698,"F",NaN,NaN
4472812786399862272,269.3064880920569,4.722887692444074,0.0353980,0.0386308,15.0388,1972.75,132,15.5274,392.168,13,14.3937,499.846,15,20.9056,132,132,0.00000,0.00000,"F",2015.50,1.08369,0.0445345,4.52005,0.0673068,-6.26817,0.0613620,"F",0.691300,0.342200
4472811137130691968,269.3065863050106,4.646020072880662,0.0387309,0.0377769,15.4965,1547.31,143,16.0265,285.924,14,14.8096,452.150,16,13.3262,143,143,0.00000,0.00000,"F",2015.50,1.07118,0.0447832,-6.09849,0.0730393,-13.5404,0.0686920,"F",NaN,NaN
4472808564449839616,269.3975930482192,4.675603414996007,0.0292460,0.0299151,14.8034,2233.75,132,15.3710,492.249,14,14.0863,559.593,13,27.6989,133,133,0.00000,0.00000,"F",2015.50,0.107881,0.0339728,-1.54371,0.0554574,-13.4226,0.0537073,"F",NaN,NaN
4472808804968010752,269.3939746790650,4.687156881201679,0.0347371,0.0349088,15.1520,2053.93,122,15.5222,323.600,12,14.6159,351.364,13,19.5202,124,123,0.00000,0.00000,"F",2015.50,0.772507,0.0403025,-2.24520,0.0693925,-0.000752647,0.0634290,"F",NaN,NaN
4472788807599480064,269.4957017223826,4.449630416532082,0.0410520,0.0425913,15.2125,1612.77,114,15.6104,148.405,11,14.6215,484.940,12,18.5217,114,114,0.00000,0.00000,"F",2015.50,0.554353,0.0483898,3.59417,0.0732699,-11.0173,0.0733835,"F",1.48430,0.718000
4472812653258007424,269.2572977993911,4.721636683516598,0.0347915,0.0283198,13.0561,1784.13,110,13.8696,422.474,13,12.1859,626.844,13,134.794,114,114,0.00000,0.00000,"F",2015.50,0.346817,0.0302008,-0.0760891,0.0613187,-12.3548,0.0462411,"F",0.934000,0.444500
4472793854181691904,269.4377106569598,4.521787537610524,0.0319279,0.0329083,14.6607,2259.64,123,15.0438,462.856,11,14.1053,471.778,10,30.7768,123,123,0.00000,0.00000,"F",2015.50,0.798170,0.0348895,2.57690,0.0606971,-9.58162,0.0561755,"F",0.622300,0.291000
4472799974514151040,269.2155210674716,4.526645157146067,0.0236358,0.0236772,14.6254,3143.33,176,15.1312,401.635,20,13.9647,737.140,19,32.0642,178,177,0.00000,0.00000,"F",2015.50,0.611107,0.0275979,0.760190,0.0457912,6.26800,0.0437727,"F",NaN,NaN
4472805850029772672,269.2792012709817,4.563554641209354,0.0179592,0.0177544,13.1590,4127.32,155,13.7774,615.501,17,12.4187,759.155,17,126.740,158,158,0.00000,0.00000,"F",2015.50,0.881804,0.0200806,0.0477065,0.0352570,-0.757335,0.0332449,"F",NaN,NaN
4472799768355719936,269.2126913347120,4.520467980974085,0.0343590,0.0340356,14.2174,551.825,179,14.1052,120.745,20,14.2748,131.931,20,12.5949,179,178,0.236166,9.85378,"F",2015.50,1.14094,0.0397968,-3.94973,0.0669680,5.16354,0.0629463,"F",NaN,NaN
4472793308725243520,269.3608381201838,4.516657959779000,0.0286814,0.0305601,14.7178,2114.96,135,15.1643,214.026,15,14.1022,259.058,14,29.0317,142,136,0.00000,0.00000,"F",2015.50,0.777070,0.0315554,1.82582,0.0546162,-4.78646,0.0529236,"F",1.28200,0.639300
4472790456866921344,269.5435090917476,4.490318366273033,0.0337949,0.0321879,13.4190,2310.54,104,14.3912,159.530,11,12.4482,496.602,12,56.7706,104,104,0.0868458,1.36490,"F",2015.50,0.143655,0.0351164,-1.29725,0.0585393,-8.74918,0.0560137,"F",0.856300,0.414700
4472799768355719040,269.2153268494752,4.519381021917394,0.0254138,0.0258752,12.8572,2915.23,158,13.2651,725.764,20,12.2942,921.412,20,173.551,177,175,0.00000,0.00000,"F",2015.50,1.06087,0.0294297,-4.36797,0.0494746,-6.07062,0.0481243,"F",NaN,NaN
4472789494794241792,269.5329857625755,4.449590487117127,0.0312300,0.0327935,14.3426,2805.55,114,14.7485,467.306,10,13.7773,492.589,12,42.0203,114,114,0.00000,0.00000,"F",2015.50,1.22591,0.0368188,13.9137,0.0558617,-19.7649,0.0559306,"F",0.426000,0.211000
4472787982965752448,269.5179589378895,4.429515984867448,0.0437829,0.0458029,15.3141,1442.91,109,15.7812,280.048,11,14.6899,478.887,11,16.2350,114,112,0.00000,0.00000,"F",2015.50,0.760525,0.0507985,-1.62364,0.0786860,-9.98736,0.0788583,"F",0.730000,0.367300
4472806674663504640,269.2863203438399,4.621151774525495,0.0210113,0.0207447,13.3696,3323.28,139,13.7235,281.462,15,12.8525,685.432,14,103.725,143,142,0.00000,0.00000,"F",2015.50,0.973580,0.0226724,4.76278,0.0408682,-4.50302,0.0374373,"F",1.58200,0.801500
4472806124907690496,269.2529434887061,4.591098634714606,0.0226223,0.0219348,14.1566,3714.27,157,14.8329,446.488,16,13.3711,762.958,17,49.9384,157,156,0.00000,0.00000,"F",2015.50,0.313337,0.0253538,-0.0498715,0.0433250,2.09927,0.0404616,"F",NaN,NaN
4472788945039159808,269.4450250648428,4.456219842553482,0.0430759,0.0427454,15.3149,1575.50,106,15.7543,263.194,9,14.7151,622.018,9,16.7293,115,113,0.00000,0.00000,"F",2015.50,0.407019,0.0468434,-1.00521,0.0770351,-7.20001,0.0739949,"F",NaN,NaN
4472794751834944640,269.4443649366653,4.544657242860467,0.0299148,0.0313787,14.6449,2223.98,123,15.0771,327.514,12,14.0566,757.484,13,31.4710,123,123,0.00000,0.00000,"F",2015.50,0.806340,0.0337933,-6.40903,0.0553786,-6.78490,0.0544894,"F",NaN,NaN
4472810935271093632,269.1820303821634,4.675684890302395,0.0279436,0.0272133,14.3402,2589.08,138,15.0365,308.374,16,13.5408,766.585,15,42.3361,139,139,0.00000,0.00000,"F",2015.50,0.167142,0.0301378,1.23084,0.0500862,-5.74444,0.0501620,"F",NaN,NaN
4472791522018829184,269.3913735527514,4.447314421108654,0.0383539,0.0394695,15.3744,2001.77,149,15.9864,219.724,14,14.6310,493.629,14,13.5526,151,150,0.0879946,0.702004,"F",2015.50,0.264657,0.0402562,3.98869,0.0743418,2.58976,0.0708579,"F",NaN,NaN
4472788837659510784,269.4487196753567,4.430489159925136,0.0410857,0.0375343,15.2152,1806.92,131,15.8453,83.0805,10,14.4492,583.301,14,18.1834,133,132,0.00000,0.00000,"F",2015.50,0.373511,0.0404387,0.909549,0.0737373,-7.19333,0.0662669,"F",NaN,NaN
4472814680483219200,269.5852819218798,4.539281273902522,0.0373581,0.0432993,12.1781,3521.25,106,12.4948,554.196,9,11.7030,710.969,12,346.838,106,105,0.00000,0.00000,"F",2015.50,1.18106,0.0455321,9.93143,0.0707392,-0.383777,0.0745505,"F",NaN,NaN
4472812167923266432,269.3469749858687,4.730349328332338,0.0586221,0.0570171,15.1303,1614.94,112,15.6252,193.782,12,14.4848,261.561,10,6.87718,115,114,0.304615,8.68536,"F",2015.50,1.24799,0.0645793,-2.10077,0.116991,-6.28536,0.105565,"F",0.357000,0.180700
4472795232870586368,269.4618021575606,4.578199276911219,0.0353526,0.0374123,15.2524,1583.36,130,15.7169,426.641,13,14.6173,294.723,14,17.1691,134,130,0.00000,0.00000,"F",2015.50,1.08013,0.0417749,-3.90610,0.0668799,6.37505,0.0653358,"F",0.449000,0.224000
4472798565764851072,269.2544445707456,4.475310149102109,0.0229288,0.0236723,13.7849,3207.10,157,14.1451,404.852,18,13.2586,837.874,16,70.4586,158,158,0.00000,0.00000,"F",2015.50,0.831483,0.0269130,-2.27656,0.0415536,2.32057,0.0389064,"F",NaN,NaN
4472812893776167424,269.3195348857545,4.741570666348513,0.0418651,0.0428870,15.4262,1570.04,132,15.8559,247.760,13,14.8202,346.977,14,14.6638,133,132,0.00000,0.00000,"F",2015.50,0.702908,0.0517420,4.13917,0.0746782,3.18877,0.0692796,"F",0.707000,0.347200
4472807533656939904,269.4038437540582,4.615018632358565,0.0423800,0.0389421,15.1334,1570.25,116,15.5533,472.693,12,14.5473,467.334,13,19.5631,116,116,0.00000,0.00000,"F",2015.50,0.373131,0.0429965,-1.04707,0.0728254,1.59087,0.0666470,"F",1.16620,0.653500
4472812756337214464,269.2866562694655,4.714994745455113,0.0426450,0.0511739,11.3869,2543.98,113,11.8181,519.886,14,10.8098,649.560,14,498.541,124,118,0.00000,0.00000,"F",2015.50,5.86820,0.0616706,39.9948,0.0822243,-49.8906,0.0742819,"F",0.260700,0.129000
4472806807802245120,269.3855353920281,4.592264217228323,0.0239462,0.0252219,13.0039,2230.49,129,13.3342,498.055,11,12.5052,1192.42,14,147.687,135,134,0.00000,0.00000,"F",2015.50,1.33418,0.0276324,1.66451,0.0453200,-0.315487,0.0436008,"F",0.914300,0.477000
4472815397736835584,269.6616467239049,4.609045525791243,0.0239250,0.0342949,13.2676,3720.88,105,13.6603,570.173,10,12.7149,507.594,11,124.723,105,105,0.00000,1.00486e-15,"F",2015.50,1.98239,0.0376874,1.25084,0.0463107,-4.44130,0.0500228,"F",0.467300,0.230000
4472787944306300416,269.5039754104267,4.426949004994507,0.0379283,0.0405197,14.8329,2059.04,93,15.2994,286.391,11,14.2069,397.249,11,27.0303,94,94,0.00000,0.00000,"F",2015.50,0.667799,0.0453730,-4.34085,0.0694558,-13.6766,0.0707444,"F",1.59530,0.773500
4472799733995974400,269.2410145813566,4.523720219513330,0.0227222,0.0229177,14.4692,2633.72,172,15.1248,483.824,20,13.6958,826.543,20,37.1018,173,173,0.00000,0.00000,"F",2015.50,0.0821420,0.0263740,0.188817,0.0446205,-5.26304,0.0427296,"F",0.177800,0.0910000
4472793854181685632,269.4424142692128,4.519829198495135,0.0254348,0.0266255,14.2901,2237.15,133,14.8321,314.450,13,13.6124,448.130,15,44.0790,133,133,0.00000,0.00000,"F",2015.50,2.14926,0.0294194,-5.31958,0.0479308,-8.93473,0.0461241,"F",0.402000,0.183800
4472794850614334976,269.4507250629808,4.570690496280433,0.0486821,0.0492383,14.2694,1442.95,103,15.2474,243.630,12,13.2950,487.641,12,21.9316,106,103,0.148713,2.98353,"F",2015.50,0.0893526,0.0624015,-3.40807,0.0763112,-5.96518,0.0688744,"F",0.951000,0.434000
4472789563513714944,269.5642827346516,4.461608051877350,0.0336196,0.0353684,14.5528,2336.62,113,14.9275,817.714,9,14.0099,450.772,10,33.9998,113,113,0.00000,0.00000,"F",2015.50,0.839925,0.0394843,0.510583,0.0602857,2.75982,0.0601285,"F",0.516000,0.252000
4472804132042530944,269.1571071193378,4.593181876695272,0.0367974,0.0384348,12.4063,4046.71,138,13.2528,449.175,16,11.5217,884.786,15,279.734,139,139,0.00000,0.00000,"F",2015.50,0.419430,0.0465526,0.571389,0.0668090,-6.84991,0.0686702,"F",0.905000,0.436800
4472809109905881600,269.2138577307350,4.595233809284806,0.0297451,0.0292461,14.8167,2369.47,157,15.3073,353.803,18,14.1621,497.018,17,25.7123,157,156,0.00000,0.00000,"F",2015.50,0.678238,0.0346094,7.93912,0.0548747,-5.19706,0.0506512,"F",NaN,NaN
4472787806866940160,269.4823623690517,4.408631970793212,0.0406316,0.0434920,12.3180,2667.99,111,13.2102,638.479,12,11.4065,644.161,12,304.383,112,112,0.00000,0.00000,"F",2015.50,0.379455,0.0481528,-1.89153,0.0729685,-7.99892,0.0733002,"F",0.803000,0.401300
4472793136926542976,269.4196221087479,4.520686712795971,0.0323510,0.0343299,12.7348,2553.96,132,13.5405,376.016,13,11.8660,633.616,14,202.178,134,131,0.00000,0.00000,"F",2015.50,0.230419,0.0373283,-2.67563,0.0613372,-7.84275,0.0602358,"F",0.627500,0.312500
4472787914246273408,269.5220434498576,4.425345510925569,0.0396770,0.0393558,11.1965,1868.06,117,11.9260,619.911,13,10.3905,924.486,13,387.482,123,122,0.00000,0.00000,"F",2015.50,1.25238,0.0432038,2.41963,0.0684054,-5.61938,0.0693282,"F",NaN,NaN
4472812825056693888,269.2860625511796,4.725737441915170,0.0386007,0.0414304,15.3542,1815.33,142,15.7874,296.662,15,14.7577,528.872,15,15.6568,142,142,0.00000,0.00000,"F",2015.50,0.496348,0.0475614,1.94947,0.0709530,-0.961340,0.0665386,"F",NaN,NaN
4472789597874187136,269.5526218331785,4.459354303215585,0.0380577,0.0397906,14.9022,1954.75,105,15.4046,326.865,10,14.2615,569.679,11,25.1850,105,105,0.00000,0.00000,"F",2015.50,0.976634,0.0442453,-5.29528,0.0675765,1.19018,0.0690647,"F",NaN,NaN
4472813542310969856,269.6739849594281,4.524019212737712,0.0393623,0.0535324,11.5996,1928.43,112,12.4360,367.093,12,10.7245,870.030,12,328.663,116,115,0.00000,0.00000,"F",2015.50,0.312343,0.0578678,-8.04030,0.0815906,-0.828767,0.0827495,"F",0.162300,0.0907000
4472795022413021952,269.4352995837791,4.568577277905096,0.0326251,0.0320835,14.6262,2533.60,124,15.3037,290.113,12,13.8496,459.592,13,31.8056,125,124,0.00000,1.84231e-15,"F",2015.50,0.200294,0.0334439,0.585436,0.0600348,-6.06242,0.0560590,"F",0.532000,0.260000
4472789219916325376,269.5651039714152,4.438673931865043,0.0504062,0.0497957,11.1267,1656.24,105,12.0947,386.046,9,10.1803,611.484,10,431.805,102,95,0.00000,0.00000,"F",2015.50,0.508285,0.0524644,-6.07993,0.0896537,-8.98207,0.0847198,"F",0.741500,0.389000
4472789731012285824,269.6014975197239,4.461320106949631,0.342417,0.274701,9.32170,2165.50,86,10.0385,750.998,9,8.52702,479.281,10,1.45078,88,87,0.782296,158.263,"F",2015.50,23.5044,0.317463,-47.0047,0.504253,-39.5168,0.483994,"F",1.23900,0.614000
4472788940738303872,269.4537264478322,4.453778232382335,0.0242629,0.0253469,13.8236,3364.89,133,14.4432,404.250,11,13.0850,941.310,11,69.4180,133,133,0.00000,8.88178e-16,"F",2015.50,3.11928,0.0265669,-5.68964,0.0455777,-3.48714,0.0428177,"F",0.721000,0.352500
4472807774175848576,269.4290711736098,4.666127434050402,0.0264506,0.0283677,14.3578,2472.05,106,14.9294,309.059,10,13.6564,496.029,11,43.0170,107,107,0.00000,0.00000,"F",2015.50,0.864807,0.0316527,-6.65413,0.0533328,-12.9434,0.0558561,"F",NaN,NaN
4472787909956147072,269.5234425750569,4.426005116014952,0.0363393,0.0379032,14.8513,1716.95,114,15.2591,191.212,12,14.2249,124.227,12,26.0638,114,114,0.00000,0.00000,"F",2015.50,0.805497,0.0427699,-2.90616,0.0651968,-2.00577,0.0650931,"F",1.01100,0.495500
4472810930972454784,269.1890293674461,4.682891523053979,0.0246770,0.0241647,13.7797,3666.92,138,14.4480,617.255,14,13.0002,737.325,15,70.5769,139,138,0.00000,0.00000,"F",2015.50,0.353046,0.0268813,-2.58196,0.0442041,-2.55177,0.0443537,"F",0.823000,0.400000
4472798905062427520,269.2570072686057,4.500844276803229,0.0184906,0.0187774,13.7493,4135.02,173,14.2090,460.278,19,13.1215,849.994,19,73.3066,175,175,0.00000,0.00000,"F",2015.50,1.23838,0.0215712,0.570841,0.0361324,1.78779,0.0346004,"F",NaN,NaN
4472792655890209024,269.3621775407369,4.490674360059993,0.0281616,0.0285650,13.6174,1383.95,151,14.6391,311.753,15,12.6248,504.351,16,24.5047,151,151,0.167908,6.02457,"F",2015.50,0.0600578,0.0312438,-1.20197,0.0548522,-5.10641,0.0521665,"F",NaN,NaN
4472809732680229632,269.2355020990553,4.625794358800653,0.0424356,0.0425446,15.3499,1533.09,123,15.9880,287.489,11,14.5954,276.792,12,15.7020,124,124,0.00000,0.00000,"F",2015.50,0.0938706,0.0518939,-5.30180,0.0773005,-6.70408,0.0695053,"F",0.446000,0.219000
4472804716158389632,269.3094649134853,4.510293049970441,0.0313751,0.0311788,15.3310,1953.40,169,15.9476,301.108,17,14.5830,414.620,17,16.1095,170,168,0.00000,0.00000,"F",2015.50,0.0334559,0.0361250,-2.60631,0.0608297,-4.27572,0.0582488,"F",NaN,NaN
4472786539856390784,269.3306522557330,4.441661759274651,0.0294969,0.0292917,14.6732,2453.44,141,15.3504,517.795,14,13.8876,741.496,14,30.2794,141,141,0.00000,0.00000,"F",2015.50,0.212937,0.0304933,1.03090,0.0612610,-1.47726,0.0549586,"F",NaN,NaN
4472811519386624128,269.2988056491355,4.679852814981626,0.0426811,0.0375407,15.1787,1499.64,116,15.4917,371.553,13,14.7022,446.241,12,18.8479,116,116,0.00000,0.00000,"F",2015.50,0.353872,0.0417619,1.08235,0.0808350,-10.8438,0.0739240,"F",NaN,NaN
4472805712590453376,269.2556599547919,4.546018078254485,0.0322295,0.0317883,15.4209,1893.98,169,15.8632,341.786,19,14.8190,621.583,18,14.5329,177,176,0.00000,0.00000,"F",2015.50,0.563424,0.0371108,0.790096,0.0627092,-9.09204,0.0596105,"F",0.994000,0.472300
4472793648023244800,269.4928600813332,4.516067915731293,0.0266617,0.0273755,14.1351,3085.85,116,14.7039,335.502,11,13.4276,415.524,12,50.7665,116,116,0.00000,4.76885e-16,"F",2015.50,0.908699,0.0298879,-9.32893,0.0519961,-18.9341,0.0529764,"F",NaN,NaN
4472810037618856320,269.1752733439655,4.604241890909292,0.0359783,0.0365070,15.3062,1342.93,151,15.9801,379.401,16,14.5222,622.166,16,16.3549,157,157,0.00000,0.00000,"F",2015.50,0.148783,0.0414052,-2.08160,0.0653790,-2.21582,0.0662889,"F",0.473000,0.228000
4472788906378566400,269.4330410187027,4.439852190747813,0.0477067,0.0504549,8.77823,2603.38,139,8.81663,672.361,17,8.72367,529.170,16,59.3132,143,137,0.0999904,3.37252,"T",2015.50,2.30567,0.0481158,0.170844,0.0887475,-6.17672,0.0867214,"F",0.528300,0.243500
4472806910881460992,269.3954956196779,4.586158371799305,0.0341132,0.0354595,11.1244,1912.04,130,11.7299,661.322,13,10.4100,713.920,15,325.841,135,131,0.00000,0.00000,"F",2015.50,1.82861,0.0394296,-17.1476,0.0643458,-23.7111,0.0631646,"F",NaN,NaN
4472808216552899840,269.3458380130419,4.639308504068259,0.0379433,0.0345114,15.0792,1578.40,133,16.0794,182.157,15,14.0910,383.921,15,20.2295,133,133,0.0337166,0.119836,"F",2015.50,3.78874,0.0388319,10.5314,0.0702514,-12.0498,0.0623815,"F",NaN,NaN
4472789731012862080,269.5982705344409,4.465138488362955,0.0788538,0.0613812,13.3713,943.240,62,14.7948,151.406,7,12.2004,301.967,7,17.1698,61,61,0.220586,7.07118,"F",2015.50,23.5498,0.0649449,-53.9651,0.139396,-46.4329,0.111609,"F",0.191000,0.110000
4472794683114771840,269.4167221440643,4.533400748566889,0.0214890,0.0226680,13.5419,3499.43,126,14.2224,487.975,13,12.7632,491.859,14,89.3658,126,126,0.00000,0.00000,"F",2015.50,0.215143,0.0251023,-4.69357,0.0416731,-5.24408,0.0398042,"F",0.640700,0.296800
4472809560881533312,269.2517252749037,4.616115425537456,0.0268846,0.0261774,14.7722,2600.34,157,15.1693,292.024,17,14.2105,537.778,16,27.4298,160,157,0.00000,0.00000,"F",2015.50,0.557006,0.0296270,-1.56679,0.0523865,-2.77439,0.0491013,"F",NaN,NaN
4472795434729936128,269.4530659466949,4.578592665773468,0.0444463,0.0406191,14.6359,2016.51,99,15.1624,333.100,10,13.9517,320.786,10,30.8869,100,100,0.00000,0.00000,"F",2015.50,0.389751,0.0519892,0.707404,0.0687075,-1.14096,0.0624096,"F",NaN,NaN
4472793716741931776,269.4806200425369,4.523377818787720,0.0433192,0.0489872,10.8049,528.483,124,12.0684,260.567,13,9.73225,402.207,14,69.9524,126,124,0.0979607,3.35098,"F",2015.50,0.306772,0.0513067,2.41230,0.0824329,-7.89509,0.0814903,"F",NaN,NaN
4472809904478923264,269.2624619194607,4.656802153322236,0.0323101,0.0327360,14.7056,2638.22,134,15.3333,412.752,12,13.9546,879.096,13,29.4651,134,133,0.00000,0.00000,"F",2015.50,0.113240,0.0376421,-4.87119,0.0597685,-3.08714,0.0541687,"F",0.255700,0.122500
4472786608575874944,269.3135489703930,4.451503109401625,0.0280577,0.0289031,14.9575,1930.42,170,15.8531,365.865,17,14.0288,670.150,17,21.4961,170,170,0.0563931,0.393000,"F",2015.50,0.0586787,0.0319235,-1.39747,0.0544113,-3.07131,0.0522755,"F",0.710000,0.336500
4472807460637270656,269.4407201370343,4.626504273326010,0.0327751,0.0351582,15.0783,2417.83,122,15.5210,401.410,14,14.4701,586.905,14,21.4037,124,123,0.00000,0.00000,"F",2015.50,1.03410,0.0381956,-0.218347,0.0624273,2.50423,0.0625168,"F",NaN,NaN
4472807258779024640,269.4381737990902,4.601947328366699,0.0301471,0.0318952,14.7650,2348.96,132,15.2788,409.556,13,14.0996,678.175,13,27.5272,129,129,0.00000,0.00000,"F",2015.50,1.82194,0.0347426,-13.7157,0.0576169,-13.0420,0.0554469,"F",0.291500,0.137000
4472812000422966144,269.3033363015114,4.703083439927887,0.0411718,0.0413537,15.3850,1326.32,134,15.8373,181.946,14,14.7756,470.774,14,15.0926,135,135,0.00000,0.00000,"F",2015.50,0.399464,0.0503509,-0.396640,0.0732345,-4.10282,0.0675806,"F",NaN,NaN
4472791659457402368,269.3483607819127,4.437190181835312,0.0329248,0.0342061,15.4039,1647.24,156,15.8410,360.102,16,14.8042,506.314,16,14.8654,160,160,0.00000,1.61424e-15,"F",2015.50,0.585145,0.0380738,-2.31630,0.0652897,-1.46593,0.0679233,"F",NaN,NaN
4472809938838663296,269.2402418151261,4.644398332016025,0.0409201,0.0356451,15.1428,1392.53,132,15.5992,252.969,13,14.5273,329.035,14,19.3116,133,132,0.00000,0.00000,"F",2015.50,0.444688,0.0410495,0.926103,0.0736955,-5.32177,0.0628745,"F",NaN,NaN
4472812687617747968,269.2506980535636,4.724596714418846,0.0310550,0.0297226,13.3306,3868.60,113,13.6982,515.722,13,12.8012,365.875,12,107.304,113,113,0.00000,0.00000,"F",2015.50,1.69909,0.0310806,8.48343,0.0537528,1.56360,0.0473006,"F",0.272000,0.140500
4472790899243387520,269.5852775696185,4.502453062748088,0.0364414,0.0423562,11.5393,3467.49,119,12.1454,634.069,10,10.8237,574.338,12,377.443,124,122,0.00000,0.00000,"F",2015.50,1.19605,0.0422100,0.420103,0.0681658,-9.42255,0.0708002,"F",NaN,NaN
4472791659457401984,269.3506418440842,4.438089456562130,0.0294706,0.0313468,14.9338,1643.31,149,15.5389,706.598,16,14.1976,641.862,15,23.8733,149,149,0.00000,8.37383e-16,"F",2015.50,0.129094,0.0351380,-4.44769,0.0564389,-5.11452,0.0583194,"F",NaN,NaN
4472809148564672512,269.2318970254782,4.596492752537343,0.0259879,0.0236679,14.3335,2992.89,151,14.8337,423.333,16,13.6861,901.391,16,41.9521,151,151,0.00000,0.00000,"F",2015.50,0.685879,0.0265631,0.161022,0.0506132,-3.03880,0.0448608,"F",NaN,NaN
4472812378380089472,269.2877246891777,4.699385353650600,0.0389222,0.0345857,14.6120,2335.78,123,15.0597,262.412,14,14.0105,557.720,14,31.4201,124,124,0.00000,0.00000,"F",2015.50,0.898348,0.0407925,6.22207,0.0657010,-5.80857,0.0564796,"F",0.958000,0.499200
4472810557313956352,269.2166481100828,4.638746951509199,0.0385010,0.0370653,15.2954,1901.68,141,15.7599,428.800,16,14.6753,658.410,14,16.4207,141,140,0.00000,0.00000,"F",2015.50,0.689626,0.0423778,-5.42465,0.0688470,-2.40542,0.0689640,"F",0.851500,0.439500
4472811755606253568,269.3335756715211,4.697262150546353,0.139558,0.130883,15.3406,260.990,111,15.7261,34.0477,12,14.3807,43.6289,12,1.24697,120,110,0.854048,63.0180,"F",2015.50,1.48930,0.155630,-9.26654,0.312492,-4.44834,0.292683,"F",NaN,NaN
